Subject,Start Date,Start Time,End Date,End Time,Location,Description
"🍽️ Portland Day 8 · Cartopia food cart pod late lunch","2026-11-08","14:45","2026-11-08","16:00","Cartopia Food Carts, 1207 SE Hawthorne Blvd, Portland, OR 97214","Portland's largest food cart cluster, visited after the waterfall tour.
Cart directory: https://www.cartopiapdx.com/carts
ORDER: Bing Mi (Potato Champion's poutine cart neighbor) or Pyro Pizza's wood-fired pizza by the slice, plus a BKK pad thai order from Bing Bing if you want to split two carts.
Estimated cost: $50.
Payment: Bring cash; not all carts accept cards.
Location: Cartopia Food Carts, 1207 SE Hawthorne Blvd, Portland, OR 97214
Payment: Cash preferred
Estimated cost: $50.
Duration: 75 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-1-2-cartopia-food-cart-pod-late-lu"
"🚇 Portland Day 8 · Transit back to Hotel Vance","2026-11-08","16:00","2026-11-08","16:30","SE Hawthorne -> Hotel Vance","Purpose: Return transfer. Cost $0 -- covered by the day's $6 TriMet pass.
Duration: 20 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-2-0-transit-back-to-hotel-vance"
"🛌 Portland Day 8 · Hotel Vance rest afternoon","2026-11-08","16:30","2026-11-08","20:00","Hotel Vance Portland","Purpose: Keep the rest of the day unstructured -- rest, recover, pack for tomorrow's flight.
Duration: 3.5 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-2-1-hotel-vance-rest-afternoon"
"🛌 Portland Day 8 · Early wind-down + sleep","2026-11-08","20:00","2026-11-09","08:05","Hotel Vance Portland","Purpose: Full recovery night before the flight day.
Duration: 11 hrs.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-8-2-2-early-wind-down-sleep"
"🛌 Portland Day 9 · Wake + final packing","2026-11-09","08:05","2026-11-09","09:05","Hotel Vance Portland","Purpose: Wake + final packing keeps the final breakfast and departure route on track.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-0-0-wake-final-packing"
"🍽️ Portland Day 9 · Hotel Vance breakfast","2026-11-09","09:05","2026-11-09","10:05","Hotel Vance, Vance & Vine","Final morning breakfast at the hotel before checkout.
Menu: https://www.hotelvance.com/resourcefiles/pdf/vance-and-vine-breakfast-menu.pdf
Order: Breakfast sandwich (bacon or sausage, egg, cheese, spicy aioli) plus a mimosa or bloody mary if you want one.
Estimated cost: $31.
Location: Hotel Vance, Vance & Vine
Payment: Cards accepted
Estimated cost: $31.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-0-1-hotel-vance-breakfast"
"🚇 Portland Day 9 · Hotel Vance final transit loop","2026-11-09","10:05","2026-11-09","11:05","Downtown Portland","Purpose: Short final MAX/transit loop. First (and only) TriMet-system ride of Day 9 -- flat $6 day-pass charge. Morning shifted 55 min earlier (Aug 15, 2026) to fit the 3 hr PDX arrival buffer without overlap.
Estimated cost: $6.
Duration: 60 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-0-2-hotel-vance-final-transit-loop"
"🚇 Portland Day 9 · Checkout + transfer to PDX","2026-11-09","11:05","2026-11-09","11:34","Hotel Vance -> PDX","Purpose: Leave the hotel by about 11:05 AM to be inside PDX by 11:34 AM, a 3 hr buffer ahead of the 2:34 PM domestic departure. Cost $0 -- covered by the day's $6 TriMet pass (claimed by the earlier final transit loop).
Duration: 29 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-0-3-checkout-transfer-to-pdx"
"🛌 Portland Day 9 · Airport check-in and security buffer","2026-11-09","11:34","2026-11-09","14:34","PDX","Purpose: Airport check-in and security buffer keeps the final breakfast and departure route on track.
Duration: 180 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-0-4-airport-check-in-and-security-"
"🚇 Portland Day 9 · Flight PDX -> DFW","2026-11-09","14:34","2026-11-09","20:29","Air travel","Purpose: AA 2496, Economy, seat 8F. Airfare tracked separately from activity budget.
Duration: 5h 55m.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-1-0-flight-pdx-dfw"
"🛌 Portland Day 9 · DFW layover buffer","2026-11-09","20:29","2026-11-09","22:30","DFW","Purpose: 2h 01m connection at DFW.
Duration: 121 min.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-1-1-dfw-layover-buffer"
"🚇 Portland Day 9 · Flight DFW -> CRP","2026-11-09","22:30","2026-11-09","23:58","Air travel","Purpose: AA 5273, Economy, seat 8F, operated by PSA Airlines as American Eagle.
Duration: 1h 28m.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-1-2-flight-dfw-crp"
"🛌 Portland Day 9 · Arrival and end-of-trip recovery","2026-11-09","23:58","2026-11-10","00:58","Corpus Christi","Purpose: Arrival and end-of-trip recovery keeps the final breakfast and departure route on track.
Duration: N/A.
Site link: https://itscarly.github.io/seapdx/dashboards/html/index.html#stop-day-9-1-3-arrival-and-end-of-trip-recove"
